Gmt time,Open,High,Low,Close,Volume
27.10.2004 00:00:00.000,0.00000,0.00000,0.00000,0.00000,0
27.10.2004 04:00:00.000,0.00000,0.00000,0.00000,0.00000,0
27.10.2004 08:00:00.000,0.00000,0.00000,0.00000,0.00000,0
27.10.2004 12:00:00.000,0.00000,0.00000,0.00000,0.00000,0
27.10.2004 16:00:00.000,0.00000,9.02800,0.00000,9.02720,2355000000
27.10.2004 20:00:00.000,9.02720,9.02770,9.01650,9.01650,907000000
28.10.2004 00:00:00.000,9.01650,9.02100,9.01650,9.01920,754000000
28.10.2004 04:00:00.000,9.01920,9.02620,9.01500,9.02600,3039000000
28.10.2004 08:00:00.000,9.02650,9.04520,9.02300,9.04350,5172000000
28.10.2004 12:00:00.000,9.04350,9.04600,9.03000,9.03850,4892000000
28.10.2004 16:00:00.000,9.03850,9.04120,9.03120,9.03700,2603000000
28.10.2004 20:00:00.000,9.03700,9.04250,9.02950,9.02950,1286000000
29.10.2004 00:00:00.000,9.02950,9.03850,9.02950,9.03800,496000000
29.10.2004 04:00:00.000,9.03770,9.06200,9.03650,9.06070,5625000000
29.10.2004 08:00:00.000,9.06070,9.06150,9.04920,9.05100,7422000000
29.10.2004 12:00:00.000,9.05100,9.05820,9.03770,9.04500,8264000000
29.10.2004 16:00:00.000,9.04450,9.05170,9.04170,9.04700,3989000000
29.10.2004 20:00:00.000,9.04700,9.05420,9.04000,9.04700,686000000
31.10.2004 20:00:00.000,9.04700,9.05700,9.04250,9.05500,240000000
01.11.2004 00:00:00.000,9.04893,9.06299,9.01948,9.05010,9101000122.0703
01.11.2004 04:00:00.000,9.04815,9.07634,9.02055,9.04850,38423900390.625
01.11.2004 08:00:00.000,9.05965,9.06640,9.01784,9.03682,52441399414.0625
01.11.2004 12:00:00.000,9.04116,9.06282,9.00935,9.02395,57674701171.875
01.11.2004 16:00:00.000,9.04283,9.06136,9.00994,9.05322,58708599609.375
01.11.2004 20:00:00.000,9.02145,9.06132,9.01435,9.03103,17672599853.515602
02.11.2004 00:00:00.000,9.04245,9.05042,9.01610,9.04898,3921399932.8613
02.11.2004 04:00:00.000,9.02816,9.06406,9.01214,9.03810,22172900390.625
02.11.2004 08:00:00.000,9.04702,9.05646,9.00641,9.04225,50237500000
02.11.2004 12:00:00.000,9.03344,9.07189,9.00545,9.04103,57297599609.375
02.11.2004 16:00:00.000,9.05906,9.08046,9.02212,9.06970,62483101562.5
02.11.2004 20:00:00.000,9.04466,9.07953,9.02950,9.05751,19504499694.8243
03.11.2004 00:00:00.000,9.05741,9.07039,9.02891,9.05526,16590999755.8594
03.11.2004 04:00:00.000,9.05729,9.07540,9.02959,9.05144,19007999877.9297
03.11.2004 08:00:00.000,9.05867,9.07141,9.02682,9.03798,40039000976.5625
03.11.2004 12:00:00.000,9.04510,9.06903,9.02564,9.03642,42321899902.343796
03.11.2004 16:00:00.000,9.05704,9.07838,9.02505,9.06292,51398600585.9375
03.11.2004 20:00:00.000,9.03958,9.07205,9.02869,9.05465,23052899597.168
04.11.2004 00:00:00.000,9.05969,9.08292,9.03382,9.05769,20328299316.4063
04.11.2004 04:00:00.000,9.04826,9.07593,9.02779,9.04880,27684900634.765602
04.11.2004 08:00:00.000,9.06339,9.07690,9.02898,9.05141,33650399902.3438
04.11.2004 12:00:00.000,9.05655,9.09891,9.03428,9.06650,61031800781.25
04.11.2004 16:00:00.000,9.08506,9.11018,9.04914,9.08366,49652799316.406296
04.11.2004 20:00:00.000,9.07230,9.10008,9.04943,9.08142,19059999755.8593
05.11.2004 00:00:00.000,9.08502,9.09177,9.05838,9.08338,3370200012.207
05.11.2004 04:00:00.000,9.08243,9.09939,9.05534,9.08022,18932000488.2812
05.11.2004 08:00:00.000,9.08990,9.11604,9.05733,9.08881,60520399414.0625
05.11.2004 12:00:00.000,9.09054,9.11516,9.06361,9.07088,51988900390.625
05.11.2004 16:00:00.000,9.09270,9.10134,9.05114,9.09322,49390900390.625
05.11.2004 20:00:00.000,9.09015,9.09863,9.05554,9.06328,14058099609.375
07.11.2004 20:00:00.000,9.08440,9.08768,9.05115,9.06845,1751300048.8281
08.11.2004 00:00:00.000,9.08322,9.08652,9.05515,9.08645,6023900024.4141
08.11.2004 04:00:00.000,9.06670,9.09711,9.04741,9.08294,17695200317.3829
08.11.2004 08:00:00.000,9.09240,9.09820,9.04781,9.06360,51043299804.6875
08.11.2004 12:00:00.000,9.07017,9.10957,9.04555,9.08076,52488299804.6875
08.11.2004 16:00:00.000,9.09678,9.10774,9.05833,9.09405,51855799804.6875
08.11.2004 20:00:00.000,9.09377,9.10744,9.05622,9.08398,23295499511.7188
09.11.2004 00:00:00.000,9.08692,9.10587,9.06436,9.09973,12360199951.1719
09.11.2004 04:00:00.000,9.10056,9.11921,9.06052,9.10393,18312699584.9609
