Gmt time,Open,High,Low,Close,Volume
14.03.2007 00:00:00.000,3.88814,3.89990,3.87112,3.88222,1231100006.1035
14.03.2007 04:00:00.000,3.89115,3.91233,3.87033,3.90286,1306589996.3379002
14.03.2007 08:00:00.000,3.90383,3.90625,3.88395,3.89643,1397309997.5586
14.03.2007 12:00:00.000,3.89667,3.90726,3.88257,3.89383,1489040039.0624
14.03.2007 16:00:00.000,3.89462,3.90151,3.86654,3.87986,1364720001.2207
14.03.2007 20:00:00.000,3.87704,3.89276,3.87019,3.88532,1246109985.3516002
15.03.2007 00:00:00.000,3.88379,3.89274,3.87269,3.87875,1071670028.6863999
15.03.2007 04:00:00.000,3.88832,3.89222,3.86842,3.88558,1157279998.7793
15.03.2007 08:00:00.000,3.88571,3.89630,3.87536,3.88982,1438000000
15.03.2007 12:00:00.000,3.88925,3.89950,3.87283,3.88801,1505730010.9863
15.03.2007 16:00:00.000,3.88888,3.89333,3.87218,3.88592,1104470001.2206998
15.03.2007 20:00:00.000,3.88521,3.88979,3.87009,3.88552,1112260009.7656002
16.03.2007 00:00:00.000,3.88661,3.89803,3.87331,3.89353,1283449981.6894999
16.03.2007 04:00:00.000,3.89286,3.90472,3.87566,3.90393,1269660003.6621
16.03.2007 08:00:00.000,3.90315,3.90703,3.88399,3.89434,1415549987.7930002
16.03.2007 12:00:00.000,3.89436,3.90190,3.86579,3.88802,1522750000
16.03.2007 16:00:00.000,3.88974,3.89755,3.87608,3.88814,1179440002.4414
16.03.2007 20:00:00.000,3.88523,3.89956,3.87890,3.89066,269309997.5586
18.03.2007 20:00:00.000,3.88703,3.88978,3.85391,3.86884,700529983.5206
19.03.2007 00:00:00.000,3.86898,3.87495,3.85551,3.86750,1187750000
19.03.2007 04:00:00.000,3.86895,3.87932,3.84771,3.86067,1232010009.7656
19.03.2007 08:00:00.000,3.86262,3.87836,3.85146,3.86209,1403700012.207
19.03.2007 12:00:00.000,3.86121,3.87245,3.84618,3.86276,1513920013.4276998
19.03.2007 16:00:00.000,3.86475,3.87002,3.84108,3.85795,1215789978.0274
19.03.2007 20:00:00.000,3.85610,3.86845,3.84034,3.86304,1198290008.5449
20.03.2007 00:00:00.000,3.86479,3.87037,3.84245,3.86522,1235860015.8691
20.03.2007 04:00:00.000,3.86528,3.87037,3.83993,3.86100,1231600006.1035
20.03.2007 08:00:00.000,3.86133,3.87738,3.84550,3.87029,1460830017.0898
20.03.2007 12:00:00.000,3.87056,3.87686,3.84812,3.86831,1516100006.1035
20.03.2007 16:00:00.000,3.86984,3.87798,3.85012,3.86535,1182589996.3379002
20.03.2007 20:00:00.000,3.85236,3.87525,3.84512,3.86938,1139860015.8691
21.03.2007 00:00:00.000,3.86999,3.87726,3.84818,3.86582,847840026.8554001
21.03.2007 04:00:00.000,3.87026,3.87767,3.84393,3.87029,924909988.4033
21.03.2007 08:00:00.000,3.87095,3.87640,3.84772,3.86584,1224609985.3516002
21.03.2007 12:00:00.000,3.86918,3.87718,3.84512,3.86886,1014650009.1553
21.03.2007 16:00:00.000,3.86928,3.87329,3.83493,3.85439,672960006.7139
21.03.2007 20:00:00.000,3.85805,3.86252,3.83312,3.85619,1024730026.2451
22.03.2007 00:00:00.000,3.85328,3.86397,3.83312,3.84664,1108419982.9102
22.03.2007 04:00:00.000,3.85677,3.87085,3.83512,3.86626,1151580017.0898
22.03.2007 08:00:00.000,3.86693,3.87411,3.84432,3.86446,1419549987.793
22.03.2007 12:00:00.000,3.86410,3.87235,3.84412,3.86180,1503339996.3379
22.03.2007 16:00:00.000,3.86484,3.87225,3.84022,3.85970,1224600021.3623
22.03.2007 20:00:00.000,3.84822,3.86775,3.84212,3.86185,983720016.4795
23.03.2007 00:00:00.000,3.86327,3.87008,3.83978,3.86503,1000280014.0381
23.03.2007 04:00:00.000,3.86418,3.87149,3.84012,3.86656,1193399993.8965
23.03.2007 08:00:00.000,3.86580,3.87809,3.84555,3.86628,1427829986.5723
23.03.2007 12:00:00.000,3.86556,3.87498,3.84736,3.86626,1511509979.2481
23.03.2007 16:00:00.000,3.86649,3.87176,3.84122,3.86093,1215930007.9345999
23.03.2007 20:00:00.000,3.85837,3.86797,3.84929,3.85847,271769989.0137
25.03.2007 20:00:00.000,3.85538,3.86652,3.83912,3.84968,814380004.8828001
26.03.2007 00:00:00.000,3.86016,3.86805,3.84012,3.85403,1193070007.3242
26.03.2007 04:00:00.000,3.85702,3.86951,3.84085,3.86416,1215200042.7245
26.03.2007 08:00:00.000,3.86464,3.87152,3.84389,3.86346,1441759979.2480998
26.03.2007 12:00:00.000,3.86021,3.87420,3.84480,3.86852,1411390014.6484
26.03.2007 16:00:00.000,3.86724,3.87499,3.84444,3.86371,1059330001.8311
26.03.2007 20:00:00.000,3.86470,3.87099,3.84342,3.86451,951879989.6240001
27.03.2007 00:00:00.000,3.86538,3.87133,3.84322,3.85806,876230010.9862
27.03.2007 04:00:00.000,3.85958,3.87429,3.84512,3.87153,1096470001.2207
27.03.2007 08:00:00.000,3.86907,3.87557,3.84312,3.86726,1026349990.8448
27.03.2007 12:00:00.000,3.85174,3.87389,3.84412,3.86891,898659988.4032999
27.03.2007 16:00:00.000,3.86819,3.86924,3.85125,3.86399,214469995.4986
27.03.2007 20:00:00.000,3.85952,3.87136,3.85080,3.86573,923160026.5502001
28.03.2007 00:00:00.000,3.86367,3.86892,3.85008,3.85960,973059997.5586
28.03.2007 04:00:00.000,3.85906,3.88321,3.85071,3.87863,1109830017.0898001
28.03.2007 08:00:00.000,3.87817,3.89031,3.85691,3.87592,1340480010.9863
28.03.2007 12:00:00.000,3.87651,3.89010,3.85712,3.87591,1089479995.7276
28.03.2007 16:00:00.000,3.88058,3.88447,3.85684,3.87541,1261320007.3242002
28.03.2007 20:00:00.000,3.86755,3.88215,3.85693,3.87188,934409988.4032999
29.03.2007 00:00:00.000,3.87421,3.88316,3.85412,3.87156,1125100006.1035
29.03.2007 04:00:00.000,3.87046,3.88276,3.84912,3.86186,1182720031.7382
29.03.2007 08:00:00.000,3.87507,3.88444,3.84928,3.86102,1123629989.624
29.03.2007 12:00:00.000,3.86247,3.87180,3.84112,3.85816,1129940002.4414
29.03.2007 16:00:00.000,3.86392,3.87187,3.84112,3.84692,334500011.4441
29.03.2007 20:00:00.000,3.86030,3.86772,3.84022,3.84829,729099998.4742
30.03.2007 00:00:00.000,3.85871,3.86922,3.84512,3.85893,1133739990.2344
30.03.2007 04:00:00.000,3.85674,3.86950,3.83812,3.86210,1069369995.1171999
30.03.2007 08:00:00.000,3.84817,3.87219,3.83978,3.84532,1175190017.7001
30.03.2007 12:00:00.000,3.86068,3.87069,3.83526,3.86281,1198500000
30.03.2007 16:00:00.000,3.86309,3.86831,3.83812,3.84649,416850009.9182
30.03.2007 20:00:00.000,3.84112,3.86374,3.84112,3.85586,179309997.5586
01.04.2007 20:00:00.000,3.85919,3.86498,3.83912,3.85517,750699996.9482
02.04.2007 00:00:00.000,3.85053,3.86358,3.83712,3.85099,1107919982.9102
02.04.2007 04:00:00.000,3.85206,3.86444,3.83416,3.85600,1171320007.3242002
02.04.2007 08:00:00.000,3.85496,3.86401,3.82612,3.84444,1132640014.6483998
02.04.2007 12:00:00.000,3.84713,3.85717,3.82793,3.84850,890220001.2206
02.04.2007 16:00:00.000,3.84878,3.85729,3.83825,3.85239,167330003.73839998
02.04.2007 20:00:00.000,3.85036,3.85511,3.83667,3.84540,781700004.5775
03.04.2007 00:00:00.000,3.84803,3.85578,3.83680,3.84524,815880012.5123
03.04.2007 04:00:00.000,3.84604,3.85647,3.83270,3.84442,1155040008.5449
03.04.2007 08:00:00.000,3.84604,3.85398,3.83319,3.84781,1004369995.1171999
03.04.2007 12:00:00.000,3.84659,3.85357,3.82997,3.83756,968570022.583
03.04.2007 16:00:00.000,3.83941,3.84577,3.82504,3.82646,199529994.96460003
03.04.2007 20:00:00.000,3.83445,3.84590,3.82534,3.83799,1065759994.5069
04.04.2007 00:00:00.000,3.83818,3.84596,3.82839,3.83848,1073070007.3243
04.04.2007 04:00:00.000,3.83518,3.85092,3.82694,3.84344,1197449981.6894999
04.04.2007 08:00:00.000,3.84155,3.85444,3.83134,3.84184,1173120010.376
04.04.2007 12:00:00.000,3.84367,3.85416,3.83173,3.84341,1441129974.3653002
04.04.2007 16:00:00.000,3.84462,3.84982,3.82718,3.83888,919779983.5205
04.04.2007 20:00:00.000,3.83884,3.84564,3.82520,3.83331,967230010.9863
05.04.2007 00:00:00.000,3.83863,3.84523,3.82648,3.83310,914239974.9755
05.04.2007 04:00:00.000,3.82843,3.84700,3.82383,3.83696,962930007.9345
05.04.2007 08:00:00.000,3.83571,3.84222,3.82250,3.83001,950530014.0382001
05.04.2007 12:00:00.000,3.82864,3.84111,3.81724,3.83464,1108469970.7031999
05.04.2007 16:00:00.000,3.83292,3.83736,3.81526,3.82561,191760002.1362
05.04.2007 20:00:00.000,3.82753,3.83458,3.81558,3.82451,698209976.1963999
06.04.2007 00:00:00.000,3.82939,3.83577,3.81898,3.82570,616639999.3897
06.04.2007 04:00:00.000,3.82532,3.83964,3.81578,3.83732,773330001.8311001
06.04.2007 08:00:00.000,3.83727,3.84571,3.82660,3.83563,575549995.4223001
06.04.2007 12:00:00.000,3.83504,3.84275,3.82021,3.82272,424239994.0491
06.04.2007 16:00:00.000,3.83505,3.83824,3.81933,3.83094,46249999.0463
06.04.2007 20:00:00.000,3.83409,3.83516,3.82322,3.83042,60520000.4578
08.04.2007 20:00:00.000,3.83381,3.83812,3.81914,3.82787,473649993.8965
09.04.2007 00:00:00.000,3.83319,3.83774,3.81804,3.82248,662529998.7793
09.04.2007 04:00:00.000,3.83266,3.83947,3.81457,3.83445,787319999.6948
09.04.2007 08:00:00.000,3.83621,3.84240,3.81906,3.82970,1257800018.3105
09.04.2007 12:00:00.000,3.83102,3.83980,3.81629,3.83053,1404139984.1309
09.04.2007 16:00:00.000,3.83131,3.83523,3.81359,3.82256,891680007.9345999
