Gmt time,Open,High,Low,Close,Volume
03.08.2003 20:00:00.000,135.556,135.588,135.141,135.222,14333899658.2032
04.08.2003 00:00:00.000,135.173,135.222,134.956,135.032,15372900146.4844
04.08.2003 04:00:00.000,135.026,135.520,134.972,135.472,17315800048.828102
04.08.2003 08:00:00.000,135.475,136.313,135.395,136.301,19796000000.0001
04.08.2003 12:00:00.000,136.282,136.538,136.098,136.525,18834700195.3125
04.08.2003 16:00:00.000,136.561,136.861,136.525,136.704,149712601562.5
04.08.2003 20:00:00.000,136.700,136.762,136.430,136.513,25585700195.3126
05.08.2003 00:00:00.000,136.521,136.823,136.490,136.634,14439600097.6563
05.08.2003 04:00:00.000,136.638,136.989,136.543,136.989,17935100097.6564
05.08.2003 08:00:00.000,137.007,137.028,136.417,136.593,20100899902.3439
05.08.2003 12:00:00.000,136.579,136.644,136.033,136.044,19491100097.6563
05.08.2003 16:00:00.000,136.067,136.302,135.797,136.302,146775398437.5
05.08.2003 20:00:00.000,136.306,136.625,136.296,136.610,25362199707.0313
06.08.2003 00:00:00.000,136.600,136.761,136.490,136.694,16169699951.1719
06.08.2003 04:00:00.000,136.695,136.907,135.987,136.735,18565200195.3126
06.08.2003 08:00:00.000,136.736,136.940,136.491,136.791,20277700683.5938
06.08.2003 12:00:00.000,136.776,136.960,136.548,136.604,19230300292.9688
06.08.2003 16:00:00.000,136.612,136.756,136.205,136.326,149091402343.75
06.08.2003 20:00:00.000,136.294,136.394,136.161,136.220,25219900878.9063
07.08.2003 00:00:00.000,136.214,136.309,135.966,136.050,14797900146.484499
07.08.2003 04:00:00.000,136.072,136.367,135.921,136.355,17496600097.6564
07.08.2003 08:00:00.000,136.334,136.410,136.009,136.114,19889100097.6564
07.08.2003 12:00:00.000,136.104,136.261,135.494,135.614,19383700683.5938
07.08.2003 16:00:00.000,135.566,135.570,135.165,135.310,145328599609.375
07.08.2003 20:00:00.000,135.331,135.563,135.193,135.405,25510099609.3751
08.08.2003 00:00:00.000,135.402,135.508,135.083,135.288,15454899658.2032
08.08.2003 04:00:00.000,135.264,135.355,134.790,134.821,18544600097.6564
08.08.2003 08:00:00.000,134.800,135.015,134.646,134.817,19230600097.6564
08.08.2003 12:00:00.000,134.886,134.965,134.593,134.687,17396099853.5157
08.08.2003 16:00:00.000,134.733,134.824,134.278,134.491,147946699218.75
08.08.2003 20:00:00.000,134.574,134.684,134.490,134.581,11874900390.625
10.08.2003 20:00:00.000,134.572,134.623,134.429,134.452,11256899780.273499
11.08.2003 00:00:00.000,134.441,134.476,133.905,134.001,28529799804.6876
11.08.2003 04:00:00.000,133.981,134.196,133.554,133.740,27473200683.5938
11.08.2003 08:00:00.000,133.723,133.843,133.408,133.634,23005799804.6875
11.08.2003 12:00:00.000,133.641,134.382,133.630,134.241,23311599609.3751
11.08.2003 16:00:00.000,134.311,134.915,134.129,134.730,148707796875
11.08.2003 20:00:00.000,134.758,134.807,134.433,134.476,30611300292.9688
12.08.2003 00:00:00.000,134.485,134.875,134.472,134.661,28285600097.6563
12.08.2003 04:00:00.000,134.652,134.973,134.526,134.758,24090399902.3439
12.08.2003 08:00:00.000,134.756,134.920,133.964,133.991,24029299804.6875
12.08.2003 12:00:00.000,134.018,134.093,133.757,133.965,21924499755.859497
12.08.2003 16:00:00.000,133.952,134.159,133.802,133.895,147464199218.75
12.08.2003 20:00:00.000,133.918,133.990,133.527,133.630,26332199707.0313
13.08.2003 00:00:00.000,133.645,134.391,133.524,134.055,31723899902.3438
13.08.2003 04:00:00.000,134.087,134.101,133.640,133.849,23038399902.3438
13.08.2003 08:00:00.000,133.857,134.270,133.631,134.212,24196699707.0313
13.08.2003 12:00:00.000,134.216,134.783,134.130,134.731,23181500488.2813
13.08.2003 16:00:00.000,134.702,134.971,134.683,134.762,149614197265.625
13.08.2003 20:00:00.000,134.753,134.925,134.725,134.888,24804700195.3125
14.08.2003 00:00:00.000,134.873,135.309,134.848,135.068,27423600097.6564
14.08.2003 04:00:00.000,135.040,135.279,134.926,135.135,33863499511.7188
14.08.2003 08:00:00.000,135.117,135.208,134.650,134.750,23167200195.3126
14.08.2003 12:00:00.000,134.776,134.916,133.829,134.028,24624199707.0313
14.08.2003 16:00:00.000,133.978,134.053,133.805,133.891,149975101562.5
14.08.2003 20:00:00.000,133.885,134.675,133.870,133.921,29253000000.0001
15.08.2003 00:00:00.000,133.897,134.101,133.756,133.959,26020899414.0625
15.08.2003 04:00:00.000,133.987,134.040,133.665,133.952,28054999511.7188
15.08.2003 08:00:00.000,133.968,134.406,133.899,133.978,24701200195.3125
15.08.2003 12:00:00.000,134.013,134.261,133.858,134.141,18081600097.6563
15.08.2003 16:00:00.000,134.153,134.405,133.984,134.166,147778099609.375
15.08.2003 20:00:00.000,134.192,134.232,134.017,134.227,9961000000
17.08.2003 20:00:00.000,134.183,134.266,134.034,134.161,13725800048.8281
18.08.2003 00:00:00.000,134.139,134.236,133.869,134.132,29814799804.6876
18.08.2003 04:00:00.000,134.114,134.174,133.835,133.878,25291299804.6876
18.08.2003 08:00:00.000,133.915,134.019,133.528,133.753,24382000000.0002
18.08.2003 12:00:00.000,133.700,134.018,132.929,133.000,25586700195.3126
18.08.2003 16:00:00.000,133.007,133.384,132.938,133.196,134587197265.625
18.08.2003 20:00:00.000,133.172,133.248,132.875,132.924,28910399414.0625
19.08.2003 00:00:00.000,132.959,132.978,132.677,132.828,30454399414.0626
19.08.2003 04:00:00.000,132.799,132.958,132.423,132.536,33472299804.6875
19.08.2003 08:00:00.000,132.495,132.979,132.226,132.265,35133999023.4375
19.08.2003 12:00:00.000,132.284,132.696,132.137,132.551,28749799804.6875
19.08.2003 16:00:00.000,132.561,132.608,131.588,131.744,148288699218.75
19.08.2003 20:00:00.000,131.700,132.086,131.626,132.023,29717700195.3126
20.08.2003 00:00:00.000,131.978,132.231,131.571,131.691,29401700195.3125
20.08.2003 04:00:00.000,131.699,132.007,131.533,131.681,30352500000
20.08.2003 08:00:00.000,131.682,131.920,131.090,131.345,24125299804.6876
20.08.2003 12:00:00.000,131.360,131.712,131.199,131.223,24629100097.6563
20.08.2003 16:00:00.000,131.250,131.395,130.786,131.323,147298101562.5
20.08.2003 20:00:00.000,131.336,131.466,131.157,131.203,28066599121.0938
21.08.2003 00:00:00.000,131.205,131.231,130.789,130.866,23877799804.6875
21.08.2003 04:00:00.000,130.863,130.966,129.460,129.818,23834799804.6876
21.08.2003 08:00:00.000,129.838,130.002,129.424,129.727,24390799804.6876
21.08.2003 12:00:00.000,129.738,129.808,129.016,129.020,25843200195.3126
21.08.2003 16:00:00.000,129.015,129.017,128.159,128.574,144499601562.5
21.08.2003 20:00:00.000,128.598,128.844,128.531,128.780,28763300292.9688
22.08.2003 00:00:00.000,128.793,128.848,128.613,128.690,22771899902.3438
22.08.2003 04:00:00.000,128.717,128.868,128.427,128.691,24363000000.0002
22.08.2003 08:00:00.000,128.693,128.952,128.437,128.503,23087799804.6875
22.08.2003 12:00:00.000,128.500,128.535,127.262,127.789,24232700195.3126
22.08.2003 16:00:00.000,127.790,128.092,127.641,128.015,149292599609.375
22.08.2003 20:00:00.000,128.032,128.065,127.725,127.802,10873500000
24.08.2003 20:00:00.000,127.820,127.969,127.381,127.530,17444599609.3751
25.08.2003 00:00:00.000,127.539,127.893,127.483,127.756,27520400390.6251
25.08.2003 04:00:00.000,127.762,127.946,127.644,127.925,27494000000
25.08.2003 08:00:00.000,127.913,128.240,127.838,127.920,28564700195.3126
25.08.2003 12:00:00.000,127.923,128.008,127.518,127.850,24212899414.0626
25.08.2003 16:00:00.000,127.832,127.893,127.507,127.649,147083998046.875
25.08.2003 20:00:00.000,127.656,127.663,126.675,127.136,29681600097.6564
26.08.2003 00:00:00.000,127.103,127.535,127.058,127.403,26443100097.6563
26.08.2003 04:00:00.000,127.415,127.827,127.308,127.827,28840100097.6563
26.08.2003 08:00:00.000,127.858,127.883,126.799,127.007,29561199707.0313
26.08.2003 12:00:00.000,127.036,127.994,126.854,127.920,29192599609.3751
26.08.2003 16:00:00.000,127.920,127.984,127.430,127.460,148328203125
26.08.2003 20:00:00.000,127.525,127.699,127.293,127.658,28486499511.7188
27.08.2003 00:00:00.000,127.665,127.763,127.477,127.676,23513500000
27.08.2003 04:00:00.000,127.644,127.914,127.357,127.806,23311800292.9688
27.08.2003 08:00:00.000,127.788,128.612,127.684,128.489,25513399902.3438
27.08.2003 12:00:00.000,128.476,128.679,128.101,128.364,23899699707.0313
27.08.2003 16:00:00.000,128.359,128.433,127.560,127.709,147398298828.125
27.08.2003 20:00:00.000,127.700,127.862,127.318,127.493,27668700195.3126
28.08.2003 00:00:00.000,127.477,127.654,127.297,127.405,24142700195.3126
28.08.2003 04:00:00.000,127.400,127.654,127.365,127.583,24476000000.0001
28.08.2003 08:00:00.000,127.590,127.765,126.894,127.195,23219300292.9689
28.08.2003 12:00:00.000,127.209,128.148,126.983,127.899,25487000000.0001
28.08.2003 16:00:00.000,127.942,128.024,127.476,127.514,147818000000
28.08.2003 20:00:00.000,127.552,127.790,127.439,127.666,29815400390.6251
29.08.2003 00:00:00.000,127.647,127.714,127.277,127.360,26421700195.3126
29.08.2003 04:00:00.000,127.328,127.815,127.200,127.735,27485599609.3751
29.08.2003 08:00:00.000,127.720,127.874,126.793,127.189,23210100097.6563
29.08.2003 12:00:00.000,127.200,128.284,127.071,128.194,25094599609.3751
29.08.2003 16:00:00.000,128.183,128.413,127.800,128.398,146792796875
29.08.2003 20:00:00.000,128.385,128.508,128.182,128.346,11336200195.3125
31.08.2003 20:00:00.000,128.312,128.402,127.962,128.156,16508699707.0313
01.09.2003 00:00:00.000,128.147,128.350,127.841,128.272,32653900390.625
01.09.2003 04:00:00.000,128.276,128.553,127.960,128.087,34905700195.3125
01.09.2003 08:00:00.000,128.075,128.213,127.542,127.612,26359700195.3126
01.09.2003 12:00:00.000,127.623,127.939,127.505,127.748,24520200195.3126
01.09.2003 16:00:00.000,127.800,127.939,127.705,127.780,107989099212.6465
01.09.2003 20:00:00.000,127.786,127.906,127.573,127.706,17278200195.3125
02.09.2003 00:00:00.000,127.721,127.883,127.493,127.649,28694999511.7189
02.09.2003 04:00:00.000,127.641,127.778,127.000,127.032,31948800781.25
02.09.2003 08:00:00.000,127.045,127.267,126.773,126.822,23830200195.3126
02.09.2003 12:00:00.000,126.820,127.066,126.239,126.256,23952000000.0001
02.09.2003 16:00:00.000,126.247,126.286,125.481,125.516,149656300781.25
02.09.2003 20:00:00.000,125.539,126.069,125.462,125.875,29798200195.3126
03.09.2003 00:00:00.000,125.913,125.949,125.071,125.562,27017199707.0313
03.09.2003 04:00:00.000,125.540,125.764,125.003,125.107,27936000000
03.09.2003 08:00:00.000,125.105,125.608,125.083,125.330,27589500000
03.09.2003 12:00:00.000,125.327,125.946,125.219,125.826,24807399902.3438
03.09.2003 16:00:00.000,125.847,126.159,125.601,125.654,147397000000
03.09.2003 20:00:00.000,125.653,125.791,125.265,125.422,29938699707.0313
04.09.2003 00:00:00.000,125.440,126.753,125.387,126.635,25724200195.3125
04.09.2003 04:00:00.000,126.596,126.663,126.275,126.621,25167799804.6876
04.09.2003 08:00:00.000,126.618,126.715,126.245,126.250,24399599609.3751
04.09.2003 12:00:00.000,126.310,127.380,126.257,127.216,25426500000.0001
04.09.2003 16:00:00.000,127.240,127.739,127.205,127.695,150560097656.25
04.09.2003 20:00:00.000,127.687,127.833,127.645,127.690,29297600097.6563
05.09.2003 00:00:00.000,127.700,128.054,127.542,127.979,25176700195.3127
05.09.2003 04:00:00.000,127.965,128.174,127.754,127.811,24701799804.6876
05.09.2003 08:00:00.000,127.835,127.931,127.487,127.638,24052899902.3438
05.09.2003 12:00:00.000,127.653,129.598,127.509,129.591,25958999511.7188
05.09.2003 16:00:00.000,129.595,129.816,129.435,129.711,148380998046.875
05.09.2003 20:00:00.000,129.700,129.847,129.672,129.681,10913299804.6875
07.09.2003 20:00:00.000,129.670,130.584,129.603,130.491,18766099609.375
08.09.2003 00:00:00.000,130.505,130.524,129.959,129.993,24626299804.6877
08.09.2003 04:00:00.000,130.000,130.066,129.557,129.641,24735800292.9688
08.09.2003 08:00:00.000,129.618,129.676,129.213,129.521,24715099609.3751
08.09.2003 12:00:00.000,129.513,129.641,129.060,129.559,24399199707.0313
08.09.2003 16:00:00.000,129.567,129.728,129.194,129.245,148080000000
08.09.2003 20:00:00.000,129.242,129.325,128.931,129.070,29479700195.3126
09.09.2003 00:00:00.000,129.082,129.434,128.949,129.375,24049399902.3438
09.09.2003 04:00:00.000,129.353,129.682,128.959,129.095,24327899414.0625
09.09.2003 08:00:00.000,129.090,129.673,128.916,129.629,25462500000.0001
09.09.2003 12:00:00.000,129.615,130.331,129.485,130.120,24722900390.625
09.09.2003 16:00:00.000,130.132,131.358,130.041,131.123,150101101562.5
09.09.2003 20:00:00.000,131.114,131.282,130.967,131.067,29026100097.6563
10.09.2003 00:00:00.000,131.060,131.330,130.986,131.032,24843399902.3438
10.09.2003 04:00:00.000,130.997,131.161,130.871,131.002,25157699707.0314
10.09.2003 08:00:00.000,130.998,131.073,130.323,130.393,24969699707.0313
10.09.2003 12:00:00.000,130.411,131.281,130.266,131.069,23999100585.9375
10.09.2003 16:00:00.000,131.105,131.381,130.943,131.245,148000097656.25
10.09.2003 20:00:00.000,131.239,131.346,130.811,130.938,30269500488.2813
11.09.2003 00:00:00.000,130.952,131.310,130.864,131.259,23388699707.0313
11.09.2003 04:00:00.000,131.264,132.066,131.240,131.825,24877200195.3126
11.09.2003 08:00:00.000,131.830,131.890,131.170,131.402,25011700195.3125
11.09.2003 12:00:00.000,131.408,131.696,130.252,130.909,24829399902.3438
11.09.2003 16:00:00.000,130.935,131.250,130.832,131.112,149941601562.5
11.09.2003 20:00:00.000,131.126,131.260,130.874,130.977,29977600585.9376
12.09.2003 00:00:00.000,130.975,131.163,130.910,130.943,24213700195.3126
12.09.2003 04:00:00.000,130.910,131.030,130.702,130.906,24015199707.0314
12.09.2003 08:00:00.000,130.880,130.920,130.270,130.722,25814500000.0001
12.09.2003 12:00:00.000,130.712,132.835,130.653,132.703,25880300292.9688
12.09.2003 16:00:00.000,132.692,132.819,132.327,132.405,149284001953.125
12.09.2003 20:00:00.000,132.413,132.427,132.304,132.400,11743500000
14.09.2003 20:00:00.000,132.397,132.397,131.915,132.255,16373600097.6563
15.09.2003 00:00:00.000,132.229,132.431,132.077,132.235,23279699707.0314
15.09.2003 04:00:00.000,132.249,132.576,131.982,132.576,23920500488.2813
15.09.2003 08:00:00.000,132.563,132.743,132.230,132.439,24323700195.3125
15.09.2003 12:00:00.000,132.448,132.829,132.399,132.651,25102900390.6251
15.09.2003 16:00:00.000,132.667,132.785,132.444,132.567,150035400390.625
15.09.2003 20:00:00.000,132.585,132.593,132.341,132.389,28426399902.3438
16.09.2003 00:00:00.000,132.393,132.609,132.276,132.410,24838000000.0001
16.09.2003 04:00:00.000,132.397,132.467,131.186,131.291,24160200195.3125
16.09.2003 08:00:00.000,131.327,131.414,130.338,130.487,25898400390.6251
16.09.2003 12:00:00.000,130.495,130.792,129.816,129.816,25056199707.0313
16.09.2003 16:00:00.000,129.833,129.954,129.489,129.770,151073201171.875
16.09.2003 20:00:00.000,129.759,129.940,129.584,129.685,30800299804.6875
17.09.2003 00:00:00.000,129.705,129.848,129.434,129.574,24402200195.3126
17.09.2003 04:00:00.000,129.566,129.930,129.223,129.885,25267299804.6876
17.09.2003 08:00:00.000,129.927,130.492,129.559,130.423,25018800292.9689
17.09.2003 12:00:00.000,130.435,130.776,130.237,130.343,24826699707.0313
